reviewId,sentenceId,text,aspect_term,polarity
_745,1719567:4,We waited at the bar and had martinis that were just right.,martinis,1
_746,1723402:0,love the food.,food,1
_747,1723402:1,it's the only place you can get yummy authentic japanese comfort food.,japanese comfort food,1
_748,1723658:0,I've lived in NY for 5 years and this place has it all.,place,1
_749,1723658:1,"Great food, good size menu, great service and an unpretensious setting.",food,1
_750,1723658:1,"Great food, good size menu, great service and an unpretensious setting.",menu,1
_751,1723658:1,"Great food, good size menu, great service and an unpretensious setting.",service,1
_752,1723658:1,"Great food, good size menu, great service and an unpretensious setting.",setting,1
_753,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",dishes,1
_754,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",lamb sausages,1
_755,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",sardines with biscuits,1
_756,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",large whole shrimp,1
_757,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",pistachio ice cream,1
_758,1723658:3,I'm glad I was introduced to this place and this is a rare gem in NY.,place,1
_759,1726001:1,"The freshest, best variety, and the fastest delivery.",delivery,1
_760,1726427:0,The service was excellent and the food was delicious.,service,1
_761,1726427:0,The service was excellent and the food was delicious.,food,1
_762,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,1
_763,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",ceviche mix (special),1
_764,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",crab dumplings,1
_765,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",assorted sashimi,1
_766,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,1
_767,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",rolls,1
_768,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sake,1
_769,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",banana tempura,1
_770,1726427:3,Definitely a great spot for a nice occasion or date.,spot,1
_771,1726473:0,"Average to good Thai food, but terrible delivery.",Thai food,1
_772,1726473:0,"Average to good Thai food, but terrible delivery.",delivery,-1
_773,1726473:3,A Thai restaurant out of rice during dinner?,Thai restaurant,-1
_774,1726473:4,"The food arrived 20 minutes after I called, cold and soggy.",food,-1
_775,1727363:1,This is a wonderful place on all stand points especially value ofr money.,place,1
_776,1727363:1,This is a wonderful place on all stand points especially value ofr money.,place,1
_777,1727363:2,An excellent service,service,1
_778,1728733:1,We were greeted promptly by the waiter who was very nice and cordial.,waiter,1
_779,1728733:2,She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,dishes,1
_780,1728733:4,The food looked very appetizing and delicious since it came on a variety of fancy plates.,food,1
_781,1728733:5,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,Gulab Jamun (dessert),1
_782,1728733:6,I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,restaurant,1
_783,1730014:1,"Service here was great, food was fantastic.",Service,1
_784,1730014:1,"Service here was great, food was fantastic.",food,1
_785,1730014:2,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",Guacamole+shrimp appetizer,1
_786,1730014:2,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,1
_787,1730014:2,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",frites,-1
_788,1730127:0,You cannot go wrong with this place.,place,1
_789,1730127:1,"The food is outstanding and the service is quick, friendly and very professional.",food,1
_790,1730127:1,"The food is outstanding and the service is quick, friendly and very professional.",service,1
_791,1730127:2,"Always a nice crowd, but never loud.",crowd,1
_792,1730447:0,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,pizza place,1
_793,1730447:2,"By far, the best pizza in Manhattan.",pizza,1
_794,1730447:3,"The crust is thin, the ingredients are fresh and the staff is friendly.",crust,1
_795,1730447:3,"The crust is thin, the ingredients are fresh and the staff is friendly.",staff,1
_796,1730447:3,"The crust is thin, the ingredients are fresh and the staff is friendly.",ingredients,1
_797,1746113:1,The menu has so many fish items and oysters.,menu,1
_798,1746113:3,"The fish was really,really fresh.",fish,1
_799,1746113:5,We all agreed that mare is one of the best seafood restaurants in New York.,mare,1
_800,1748813:0,I stumbled upon this great pizzeria as I explored my new neighborhood.,pizzeria,1
_801,1748813:1,All of the pizzas are terrific and the price is even better!,pizzas,1
_802,1748813:1,All of the pizzas are terrific and the price is even better!,pizzas,1
_803,1748813:2,I highly recommend the Sophia pizza.,Sophia pizza,1
_804,1748839:0,The food was mediocre at best but it was the horrible service that made me vow never to go back.,food,-1
_805,1748839:0,The food was mediocre at best but it was the horrible service that made me vow never to go back.,service,-1
_806,1748839:1,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",waiter,-1
_807,1748839:7,"For the people who want great food plus great service, Roxy is a place to AVOID!",food,-1
_808,1748839:7,"For the people who want great food plus great service, Roxy is a place to AVOID!",service,-1
_809,378848:1,"The first time the sushi was outstanding, the second time it was a little bland.",sushi,1
_810,378848:1,"The first time the sushi was outstanding, the second time it was a little bland.",sushi,-1
_811,378848:3,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",blond wood decor,1
_812,378848:3,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",premium sake,1
_813,378848:3,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",service,1
_814,397331:0,Mizu is the Japenese find in Grammercy.,Mizu,1
_815,397331:1,"While their kitchen food is delicious, their Sushi is out of this world.",kitchen food,1
_816,397331:1,"While their kitchen food is delicious, their Sushi is out of this world.",Sushi,1
_817,397331:2,Mizu is home to creative and unique rolls not to found anywhere else.,rolls,1
_818,397331:3,"Not only is the cuisine the best around, the service has always been attentive and charming.",cuisine,1
_819,397331:3,"Not only is the cuisine the best around, the service has always been attentive and charming.",service,1
_820,397331:4,Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,Mizu,1
_821,404464:0,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",people,1
_822,404464:0,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",food,-1
_823,404464:0,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",Thalia,1
_824,404464:1,I ordered the smoked salmon and roe appetizer and it was off flavor.,smoked salmon and roe appetizer,-1
_825,404464:2,"The entree was bland and small, dessert was not inspired.",entree,-1
_826,404464:2,"The entree was bland and small, dessert was not inspired.",entree,-1
_827,404464:2,"The entree was bland and small, dessert was not inspired.",dessert,-1
_828,404464:3,I expected quite a bit more from such an expensive menu.,menu,-1
_829,404464:3,I expected quite a bit more from such an expensive menu.,menu,-1
_830,426805:0,"The view is spectacular, and the food is great.",view,1
_831,426805:0,"The view is spectacular, and the food is great.",food,1
_832,426805:1,Wonderful strawberry daiquiries as well!,strawberry daiquiries,1
_833,426930:0,Authentic Taiwanese food that's cheap... what more could you ask for?,Taiwanese food,1
